"stars","Rating","text"
"1.0","Bad","Well start desk clerk told and showed me where park map. I did and had lug all suitcases and stuff very far end right next another  staircase... ???

room wasn't bad dated hotel patio had dollar store plastic chairs and toilet seat falling off. water faucet code violation being backwards hot and cold...

2 pools and hot tub nice feature unfortunately heaters old and continually broken so were too cold December...

worst part smoke alarm chirping every 30 60 seconds !!!  We were work holiday party and I told front desk about and assured would taken care  wasn't and I up all night irritated and couldn't wait leave. 

Told same clerk who gave me bad directions morning and only did she discount my room she told me I should have just unplugged !!!"
"5.0","Good","Well worth all hype. I enjoyed and look forward returning. All food delicious and hot."
"5.0","Good","Nice people , great food

made an mistake our order small item. made whole new meal, and threw dessert all free."
"5.0","Good","I have been variety  facials and  micro needling, Dana always professional and very patient my many questions!  Dana's studio beautifully furnished and very welcoming. Her knowledge medical aesthetics always makes me feel safe and well cared  holidays approaching I have already scheduled my next two services.... Untra sound face and neck tightening .... I am super excited!  Weather you looking roll back few years off your face just wanting go extra step take care your skin I highly recommend her"
"1.0","Bad","Absolutely HORRIBLE. OVERCOOKED food, everytime. Upon returning inedible shrimp were so overcooked impossible peel, took shrimp back over counter, took them back several minutes, only hand them back and would give refund exchange them. completely unexceptable and UNSANITARY. someone who worked seafood industry many years, absolutely disgraceful. Terrible service, kids running place don't have clue what re doing. Horrible customer service, looks really bad when everyone working just sitting behind counter... well single person working wearing mask."
"5.0","Good","I've been coming here since we found out about new management. Very creative owner--place always evolving which exciting. 

you go, sure check out sidebar which used music and also private parties. Unbelievable artwork--Akash brought variety artists.

food has changed well. Inside you'll find food pop up restaurant and catering company, Darlin' Darlin' Nikkis. She has following. She smokes meats and neighbor I can say smells so good!I can verify tastes good. And besides required meat, vegan option jackfruit.

Owner so friendly and welcoming. s good have Tavern down block us!!!

We love .. someone wrote review I saw critical owner. I have clear view she worked .sounds like feeling burnt employee. I worked restaurant business 20years and can happen now can get back you social media. YOWZA!

I also like mixed age coming  Good neighborhood Tavern."
"4.0","Good","nowhere near good quality some other buffets town (particular Atlantis and Peppermill run circles around Harrah's), $10 (Sunday through Thursday, more Friday and Saturday, I don't remember how much) locals card, hard beat what you get price."
"5.0","Good","First time coming Stone Creek while my wife and I were town. Let me start saying our waiter, Blake, amazing! Really made sure we had great time. Kid best! 

Now food and drinks. Loved. Every. Thing. Started off Pomegranate Martini and Crispy Calamari (pictured because we tore up soon got table) which were amazing! Next I ordered Chicken Parmesan. chicken super crispy and pasta and sauce were really good! Finished our dinner off Blueberry Lemon Drop Martini, super delicious. Can't wait come back during our next visit!"
"5.0","Good","I recently had my home re-roofed Rhino.  Robert Elliot and his wife kept me informed every step way.  crew showed up time, took care protect my shrubbery and yard ornaments, finished job one day, and cleaned up completely.  gave me great price and used top quality products.  I can't say enough about how professional and competent entire process   have my highest recommendation."
"5.0","Good","I started coming here many years ago back when I lived neighborhood and were prior location. I've been new/current location few times including past weekend. reason why I'm happy make trip burbs South Street salon. (And doesn't hurt I can pick up some bahn mi's Washington Ave after getting my nails done.)

I love I still see familiar faces same nail technicians many years prior and remembered me despite fact I hadn't been long time thanks COVID.

I got superb manicure and pedicure like always. have fantastic selection colors. Price reasonable area slight discount paying cash. 

being city nail salon, place rather spacious nice spacing between stations, major plus during covid times. ve always been super clean so s surprise taking every precaution during covid including temperature checks, masks, hand sanitizer everyone, and constant disinfecting. An employee changes plastic liner pedicure tubs between customers and wipes down entire chair."
"1.0","Bad","You wait least an hour. I got nicked several times during dip manicure and left color all over my hands. actual work awful and I've never had buffer used my actual finger pads. return."
"5.0","Good","Had grilled cheese, husband had chicken platter. Grilled cheese good, really liked dipping soup! We both enjoyed pub fries. best part our server, Shelby! She upbeat, funny and prompt! She helped us choose some great food and drinks and took our visit 4 5 stars. Thank you Shelby!!!"
"4.0","Good","Stayed one night midweek business trip. location very convenient my organization's local office, and near restaurants and shopping. I called earlier day ask them note I would checking late. My room sixth floor clean and quiet, and my sleep quality good. I had some trouble printing out my boarding pass and gentleman behind counter stepped out help me. Apparently computer's Windows had just upgraded and needed restarted. My one minor comment prices charging places like  should include breakfast."
"1.0","Bad","I could give lower rating I would. Mike clueless about actual trouble shooting. charged me $50 diagnostics (didn't have an issue fee actual service) when I told them what issue HDMI output, specifically HDMI retimer chip . He asked what  I should have walked out  He said don't replace components and he would have replace whole port band. Okay, I am very busy and son wanted his Xbox back I figured about $100 little more. Well he called me wanting replace whole motherboard and part alone cost $250. I asked you being serious? whole used system cost $250! His comeback: ""scalping more"". Bottom line plug and play shop an actual repair shop. long only need work some screws and unplug few cables sure. real troubleshooting taking place. I asked his partner what troubleshooting methods were used determine whole motherboard needed replaced and specifically what were various readings he took his multimeter. 

Big blank stare followed I couldn't tell you ask Mike. same Mike who conveniently left store when I pulled up.

Bottom line dude lacks REAL troubleshooting skills. ludicrous advertise repair shop. 

P.S. I worked power engineering IBM when computer manufacturing based Boca Raton, FL."
"5.0","Good","We rented out private room my friends 21st birthday. We had great experience our server Dart. He prompt and knowledgeable about menu. Drinks were great! Definitely recommend having private events Reforma."
"4.0","Good","Cool unique venue Nashville. Finally got check out couple months ago.
throw few nice little freebies make prices worth  least brunch. 
Enjoyed experience overall. Only feedback making experience better ask servers provide tickets closest current time so you don't have wait. Management nice enough correct issue when we brought attention.
I hear cocktail drinks expensive my companion who drank so prepared."
"1.0","Bad","I have tried location several times and matter what always leave food out. I did an online order and only had 2 things my order ! i had tell them everything i had over and over and finally gave up and left half food i ordered. went tonight and forgot 3 things my order (we ordered 5 things) NO IDEA HOW THIS PLACE IS STILL OPEN!!"
"1.0","Bad","far worst Hilton property I've stayed  apparently, most staff hotel agree. you considering booking, please look recent reviews (all great reviews years ago. still actually use reviews when were Hyatt). 

During our stay, my kids were introduced whole new line profanity child should hear. Add fact our entire floor smelled pot numerous nights and smoke pot outside lobby openly (still illegal PA). Can't say I'm shocked when owner about show up, some lady pink ran outside and cleared crowd. I'm shocked didn't want owner see how disgusting his hotel had become. 

hotel staff blame worker shortage and new staff all mistakes, yet have problem being pull occupancy even though rooms up par (our room needed maintenance almost daily because AC didn't work first four nights, we were able keep room semi cool fan and having keep our blinds closed entire time). Housekeeping cannot even turn rooms time (even though selectively pick up trash won't touch glasses all). end night we would put out glasses would just sit outside until someone complained front desk (usually took about 1.5 days). 

Housekeeping blames management, apparently one service elevators has been broken over two years and cannot get rooms time because elevator wait times  (lines elevators were ridiculous). I guess s reason towels were provided all guests our room.  When we ordered extra towels, came long black hair. My wife blonde and my mother law gray, one has long black hair. 

bright spot, you stay here. morning staff, Stevie and Mike pleasant and helpful. George, and Carl two managers who actually seem care and very pleasant. afternoon staff  Lead Rebecca, who has some difficulty communicating facts passing messages management. Any interaction her I would confirm morning staff management. She blatantly lied numerous occasions. rest afternoon staff nice can't really help. 

Hopefully things improve and hotel gets back Hilton standards, even remodel least cleaning. 
 
also only Hilton I've been where executive lounge doubles staff break room."
"5.0","Good","Great spot romantic date celebration group! I suggest making reservation because place very popular and s great reason!  

menu extremely versatile and easily adaptable suit any dietary restrictions. One girls within our group vegan and we had problem finding delicious options everyone enjoy. Our waiter extremely knowledgeable and helped provide us options too.

Standout Items: 
Patatas Bravas - Perfect crunch!
Eggplant Caponata - Crispy perfect. 
Crispy Brussels Sprouts - Loved addition honey.
Black Mussels - Delicious broth/ good-quality seafood.

bread serve also outstanding - overall crispy, just perfect amount! We also ordered bottle wine our meal which fantastic Spanish Pinot Noir. 

We unfortunately were too full order dessert, makes another reason return! Highly recommend adding spot your list musts."
"3.0","Average","Food fresh and good I think s just little over priced salads and wraps."
"4.0","Good","Very good food. Fancy dockside dining. I would recommend  We both got breakfast and delicious."
"1.0","Bad","so large iced coffee five dollars and came cream.. basically large cup milk and ice. i went back ask black iced coffee and what i got an espresso shot toped water and ice....... iced coffee 5$ cup dirty water."
"5.0","Good","I've had four meals here past week. I love Indian food, and stuff real deal. s also bonus being able buy any soda you want product bodega since shares building. My personal favorite butter chicken I'm making my mission try all dishes."
"5.0","Good","First time back after COVID . real dinning area anymore. place has been painted inside and now menu board. Same great food. Best fried food saint Pete."
"5.0","Good","Needed appliances delivered over my sisters house and she didn't end up wanting them, gave us VERY reasonable price pick up and deliver and hook up, cheapest we could find and I offered him money, even just gas and he refused take my money! Very honest, very helpful and VERY understanding....definitely highly recommend him and use him again future!"
"2.0","Bad","We have been Little Italy past, and always loved    financial and later health reasons, we had been while.......like over 3 years, maybe.  So I excited go Thursday celebrate our 32 anniversary.  WOW.  What let down.  one person waiting tables, and were 6 tables, including ours, being used.  waitress took our order our garlic bread appetizer.   later, another couple came and ordered meal came salads.  waitress gave them our garlic bread, realized her mistake after were eating salads.  She explained, she would charge them, should know further visits, garlic bread wasn't free.  She came and explained what she did, and she said she put another garlic bread us.  She took our dinner orders.  My husband ordered shrimp scampi, and said ""ok"".  I ordered chicken parm pink sauce. (What I had been dying have again). My husband and I both agree.......chicken parm pink sauce MUCH better, few years ago.  So disappointing.  I'm sure what changed, reminded me Olive Garden chicken parm.  waitress came over and said table accidentally got our garlic bread paying our bread.  WHY!?!  He didn't make mistake.........why isn't Little Italy giving us bread?  Having wait SOOOOOOO long go back, my expectations were too high, I guess.  Like I said.........just like an Olive Garden.  I also suggest have more than one person working dining area.  floors were messy and tables waited forever cleared.  Good thing Thursday night, and were busy.


UPDATE: I contacted owner, and she personally offered cook me, I let her know when we returning.  very nice gesture!  We try Little Italy again, some day.  Thanks, Jessica!"
"1.0","Bad","Website says walk ins daily. Showed up 830 am, 30 minutes before open, so I can front line.  9 rolls around and sign placed door saying use Rexall entrance, annoyed, I walk around entire building.  Gate closed.  Waited an additional couple minutes before girl announced don't do walk ins Sunday, even though website says otherwise.  Lack attention detail really annoys me."
"5.0","Good","my favorite restaurant town. s must visit every single week.  
My whole family loves here. And now I've started taking business associates and s becoming favorite spot. 
Gotta try Kiss Death!!!!"
"4.0","Good","Cash only and very good price. I can say so cheap and good taste. 
Vegetarian soup dumpling - really awesome. servers recommendation and really nice. 
Vegetarian dumpling - after having above one, found alright. 
Kung pao chicken noodles - went homemade noodles option, nice and chicken perfect taste. 
mixed vegetables - okay besides broccoli I couldn't see much vegetables. Highly don't recommend unless you love just broccoli. 
Mapo tofu without pork and noodles - second best dish we had. 
Fish fillet garlic sauce - fish tasted good super super oily. Just ate fish and couldn't even try veggies sauce way oily. 
Vegetable fried rice - we preferred without broccoli coz past dish which only had broccoli  really nice. Third best dish. 
Overall good place you want make some changes dish hard explain we faced language barrier."
"1.0","Bad","I've tried salon number times given its close proximity my office.  results have been mixed depending technician I still returned hopes better service.  Today my appointment one owners and my service  again, subpar.  I have polish all over my skin and cuticles, which simply unacceptable.  I asked her fix and result AFTER her cleaning up still looks like six year old did my nails.  I've attached picture.

I don't mean any harm business you're taking my money I expect you care.  Sadly, I won't back."
"5.0","Good","chicken here good an evident Chicago attitude. Mrs. Kays infectious energy keep you coming back time and time again. I've never heard Chicago style wings Floridian have learned secret traditional Chicago style mild sauce. I called ahead order before stopping  Mrs. Kay had my order ready less than 5 minutes upon arriving. seating outside and pick-up window order."
"3.0","Average","vet services so far seem decent, and care about our 2 dogs. boarding services atrocious. We won't boarding our dogs here again. We have an 8-month old Labrador, and we still working training him. didn't let him out often enough, so he constantly peed crate (big set back our training). He gets anxious  probably reason, so re immediate response always drug dogs. (We've used drug before him only occasionally, 4 days straight/couple times day.) said bath complimentary stay said he too wild bath - which he has lot energy (1) he drugged and (2) we just use PB mat home and he completely distracted, and doesn't even care he's bath. Seems like could have figured out? Weird how boarding services so poor, seems like give dogs minimal attention. 

Also, NEVER answer phone. Sometimes I have concern about my pup and find eventually call you back you leave voicemail - you can text them and slightly more responsive. seems little unprofessional NEVER answer phone. (Literally, I would call 10 times day and only get response when I remembered leave message text them...)"
"4.0","Good","So, Olive Garden and I go way back. When I college 1980's, I used drive up Indy Friday nights Olive Garden close Lafayette Square Mall. Times have changed. So, I didn't know what expect Olive Garden modern, COVID-19 age. restaurant chain gets lot bad press and lot negativity social media. However, my experience Olive Garden actually very positive.

First off: food quality pretty decent. Yes, s true I've spent last seven years leaving Yelp reviews 5-star ""fine dining"" restaurants, so my standards have come up little since I college student 80's. breadsticks, salad and lasagna were all perfectly delightful, and never any shortage food table.

Secondly, our server an awesome young lady who extremely attentive and pleasant. And, overall cleanliness restaurant great.

So, I guess I'm teleporting myself back 1988 and I'm an Olive Garden fan again."
"2.0","Bad","second time I've been here. first time I had flautas pork and were fine although you have ask everything side dump bunch things top which makes flautas soggy. So, time I ordered chicken flautas and ordered everything side - started out quite crispy. However, some reason, instead just using chicken which I've had other places, use chicken some sort sweet tomatoe-y sauce which made flautas both sweet and soggy. Very unwelcome.

Also, beans had flavor, were watery and guacamole little off-color. I've actually traveled through Mexico, and do find food restaurant authentic."
"4.0","Good","Fun kids AND adults! (Well, maybe all adults.)

My boyfriend bought 2 living social deals $12 each, which ended up covering 4 1-hour passes. We went 2 our other friends Saturday mid-afternoon. None us had ever been place like  so we weren't really sure what expect, we had heard several kids my friend works best jump place around Tampa Bay area.

4 us who went all 20-something-year-olds and we all had blast!!! Who knew jumping could workout?! Luckily when we went, very crowded kids all, so we didn't have worry much about demolishing all little kids. Though towards end, big birthday group kids had arrived and open jump area got pretty overwhelming. mostly kids under 10 years old, few teenagers, and maybe one other couple around same age us who also had living social deal use. Lots parents around none them participated jumping. 

set-up much cooler than I expected because I thought d just one massive room big trampoline. s several different areas -- one 4v4 dodgeball, one area younger kids 1v1 ""airball""  (trampoline version basketball) and another area bigger kids 2v2 airball. Unfortunately, one airball slots broken so we could only do 1v1 airball and 2v2 still lot fun! Dodgeball pretty fun too -- 4 us 20-something-year-olds got crushed several times little kids... who knew playing dodgeball little kids could so hard?! You wouldn't think have so much less surface area hit! 

main area pretty big and you can even jump off walls!! s even little stretch has big padded cushion very end so you can attempt flips and stuff onto  I had so much fun trying do front flips and back flips onto big mat! 

We didn't eat here so I can't comment quality food passed little food stand and prices were extremely reasonable. 

An hour definitely more than plenty time spend here (least us, kids might have energy stay longer!).We left end drenched sweat totally worth  Would definitely come back."
"3.0","Average","Kinda cute inside, s sealed off due covid. put some wooden picnic tables outside and have good pick up/ordering system going, and s cute place corner gather. Dog friendly. and sometimes selection sweet breads/pound cakes.

Unfortunately, coffee has always been little weak and sometimes I'd add an extra shot flavor only.  combined alternative milks (and theirs comes... sweetened??) I'm paying like $8 medium iced beverage still tastes off.

My very last $8 drink, I ended up throwing out and buying new cup elsewhere. barely coffee milk. tasted like when I lazily refill my coffee cup water without rinsing out last sip two.

couple times, one and I greeted little written brb note still when I walked after going another cafe. Some days don't have bagels and/croissants sandwiches recently returned menu. Those do take long time come out, taste pretty good.

After being forced go other cafes, I just kept going other shops. Would still come and grab bag coffee meet up friend out convenience, I do wish can improve drink quality."
"4.0","Good","Cute cafe great coffee and tea!!! vanilla chocolate latte like dessert. masala chai tea spice heaven! applewood bacon breakfast sandwich good enough nothing super special. service nice."
"1.0","Bad","Really poor experience here. Came Sunday around 1:30pm so were understandably bit busy. 

Got order quickly and sat down wait go order. Saw others were waiting without food well, so thought ""huge worries, ll come soon."" More than 30 minutes and I go back up ask them check order, telling them we have go and can't wait much longer. After some back and forth kitchen barista realized never printed ticket out, and order hadn't even been started  I tell them we can't wait anymore, so agree cancel order and refund card - yet can't even do right, so I wound up paying meal we spent minutes waiting and never getting.

seem like very nice folks who do lot community, and food looked great. However need fix operational issues judging other reviews isn't one off thing.

team sees re welcome contact me feedback. Thank you"
"5.0","Good","Dr. Jaffari and his team always go above and beyond make me comfortable, get job done timely manner and answer all my questions! Dare I say; make me actually enjoy going dentist! Thanks everything guys!"
"5.0","Good","Pizza came perfectly hot. Portions salad were generous. Pizza deceivingly good... so many great options around I displeased ordering here."
"1.0","Bad","you're wanting book show here, move along. don't communicate well all and last time I put touring act  staff treated them like shit. Always shady about pay too. an audience member s just ok.....Nashville has far better places see live music."
"5.0","Good","Everything Downtown Franklin area needs. I can wait come back and try pho! meal delicious and I could taste love "
"5.0","Good","You can find coffee house bustling sunny weekend summer. Nestled an unassuming strip center Geist, cafe boasts great menu something everyone! interior basically all wood, and s very warm and inviting. s plenty outside seating big tree shade. 

have cold brew and nitro cold brew! Many times have specialty drinks. particular weekend had coconut cold brew. I lucky enough them bring out 3 huge blueberry muffins had stashed away after crowd bought up rest! My husband had flying pig sandwich bacon, cheese, ham, and some other amazing options an everything bagel. 

drive-thru, s all way around back. you know where go, can save you time. also have some sandwiches lunch well. Kombucha fan? have Circle Kombucha here too. I don't get time stop here often, I hope make time future. great option area!"
"5.0","Good","My Vegan Review: All Vegan Restaurant NOLA!!!! breathe fresh air. So glad  I found place. 

Very nice casual atmosphere. staff very nice and attentive. One thing place gets packed really quick. I got dinner before rush were lot people waiting line seats. So get little early beat wait.

I really enjoyed food. I had nachos, chili fries, and artichoke cakes. Eggplant pomodoro really good. Drinks were really tasty and strong. I enjoyed food so much i took home some sandwhiches eat next day. eggplant and Southern fried pooboys. Man were good.

you get chance and you Vegan  go check place out. well worth "
"1.0","Bad","place specializes wings s funny how bad wings here, especially boneless ones. taste like fast food nuggets and paired sauces re so salty I couldn't even eat them. Everyone group I went hated what ordered.. only positive beer (which course made elsewhere)."
"2.0","Bad","Where start .. I made reservations my graduation dinner and honestly regret I didn't do elsewhere . Unfortunately, all my guests were left unimpressed food and customer service, which left me feeling need apologize even recommending place. I made decision based off beautiful interior decor and interesting menu items. s all food  interesting. We ordered so much food, and only plate I enjoyed berry shortcake. Two my guests didn't even finish plates and one had swap out another meal. I don't mind paying high prices food, long I'm eating quality food. I've never been so frustrated because each time new plate came out , just let down once more . Also, fact assign two servers table quite weird, especially since only 7 people and I've never had experience elsewhere. worked together I could understand, were so disconnected each other, and customer service only robotic ungenuine well. I would come back and would pick another ""upscale"" restaurant over one.

Appetizers : fried peppers - just alright , something you can make home . Unimpressive presentation well.
Fried calamari - lacked flavor and texture wasn't well.
Goat cheese baklava- appetizer had balancing flavors, all I could taste an overwhelming amount goat cheese and thin fillo dough.

Entree : lobster rolls cauliflower mash -  meal portion so small I left confused. lobster rolls were basic and fishy. Also, cauliflower mash served cold ( must've made soon).

Dessert : chocolate molten cake hard rock and Applebee's has better molten cake, need say anything else .

restaurant decor and ambiance great especially live music , making perfect couples (don't recommend group dining ) . However , food and customer service component missing . s pretty clear , I don't plan coming back."
"5.0","Good","Our van door mechanics weren't working properly, and our experience David awesome. mistake made our end communication, leading him doing extra work, and he super gracious about whole thing. Communication has been super easy through phone and text. I trust him our vehicles, knowing he give me best price and labor around Nashville. I'm south town and going passing dozens other auto body places driving north town get our other car fixed (3 kids tow) him!"
"4.0","Good","You can tell Shake Therapy didn't expect wave folks swarming  Didn't even get chance throw up menu sign. service great, considering amount time had prepare. super packed. 

Just couple things note. line starts towards end building, bit confusing you enter. far toppings have lot, don't discouraged because walk you through process. I do wish had fruit toppings, and crushed Oreos chocolate and cookies and creme audience. 

My girlfriend and I really enjoyed ourselves. Staff very friendly and building well lit. Going return sure, I'd like see what's signs/menu were putting place."
"5.0","Good","Loved  I got BBQ sandwich and devoured instantly. portion size bit small side I didn't leave hungry. Would recommend place both vegetarians and meat eaters! service great and place has good vibe."
"2.0","Bad","I've been coming here 4-5 years. Monday, I ordered qt. shrimp and broccoli and pt. shrimp fried rice. I won't ordering here again, my stomach has been extremely upset."
"5.0","Good","Wow! What place see sunset and have drink pool!
hotel all suites and all have water view! Close everything and 5 minutes airport.
Staff so friendly, sales staff pool restaurant and bar, "
"5.0","Good","OMG. 

basically only way describe my experience Oystercatchers brunch. since my review would way too short I stopped  I'll elaborate little bit. 

After doing some poking around local blogs and asking my fellow Yelpers, I concluded I just had get myself over Oystercatchers some point brunch. I think I had place my ""do"" list past few months since I heard brunch buffet out control good. 

So, I went. I saw place, I ate (obviously). And hype right. 

We were seated right window overlooking bay. probably one nicest views I've ever had restaurant. I so happy we snagged table window! 

We got started buffet and huge variety tasty and innovative food us try. cheese and charcuterie area (my personal favorite), pasta station, an omelet station, various salads, various breakfast meats and other breakfast items like waffles and French toast. 

I basically stopped every area since s why I  I don't think I had one single item tasted bad. 

service great throughout. Our waiter brought us new silverware and cleared our plates very quickly after we would finish them and go back more. also bottomless champagne and mimosas! I didn't partake bottomless soda too so cool well. 

Oystercatchers has an entire room dedicated desserts, which how I ended my visit. I had quite time  eating chocolate mousse, flourless chocolate cake, creme brûlée, cute little fruit tarts. All were delicious and too sweet too flavorless -- were just right. 

I came here part belated birthday celebration so restaurant nice enough bring me out sweet birthday treat! wonderful. 

I had fantastic time Oystercatchers. While expensive, I believe you should try least once. views great, service wonderful and food hits spot."
"1.0","Bad","Terrible experience. I have moved numerous times and never experienced lack professionalism. 
pick up went fine. Delivery horrible. we had keep calling see where were. Delay delay delay days. driver terrible. Said nice because I have your stuff. Talked GM who said driver company. What?  I said I hired your company so you responsible driver. 
do and I repeat do use company. What nightmare."
"5.0","Good","Stopped Havertown Grille my way work and absolutely starving. Met smile walking door and asked sir wherever I wished. I chose bar (I like watching food being prepared I can) and ordered chipped beef toast, home fries onions, and rye toast.  absolutely phenomenal. Everything made right an I asked Nick (chef) what his secret ...he smiled and said ""I grew up food business, you have care"".
enough me, waitress Stacey? more friendly and attentive, coffee good great, and continuously filled. s bit small accommodating. Ready ??? cost me $9 before tip????????
I gladly gave them $20 bill and left ecstatic I have found new place fresh, fast, and inexpensive delicious breakfast. GREAT JOB TEAM HAVERTOWN GRILLE!!!
Keep up great service."
"5.0","Good","Manny does great job us. He shows up scheduled and professional and personable.

Carl"
"5.0","Good","Great doctors. Very knowledgeable and friendly. Office staff and optical assistants very helpful. Large selection frames choose "
"1.0","Bad","Wanted good... #disappointed... pork belly tough, food just sloppy, bagged sloppy went everywhere, silverware... knowing you're across street hotel and people may have silverware. Didn't put my extra sauce (THAT THEY CHARGE YOU FOR ONLINE)... annoying, disappointing, ... gross"
"4.0","Good","Small park benches, trees and plenty green grass and shade. Perfect spot an impromptu picnic after picking up some food one local shops Mayberry. My senior dogs only like short walks so s perfect place take them where can explore new smells and sights."
"1.0","Bad","I manage local gas station. Last year, Lithia Hyundai employee came and, since we often have problems Chase cards Lithia employees use outside pumps, we allowed him fill up first & pay when he done. card declined $37, & Lithia Hyundai refused pay charge. pretended ""questioned"" & none them were responsible.  Tonight, happened again, $100 time. Employee said he would wait outside his boss, Jeffrey, come & pay, & drove off. 

s pretty sad small local station extends Lithia courtesy few fill-ups, & Lithia dodges paying paltry $137. Definitely doesn't reflect well them Reno business community. Worth noting when happens, s EMPLOYEES who have pay charge. So Lithia only stiffing local business, also allowing few minimum wage workers pay DEALERSHIP'S bills. Pretty pathetic."
"5.0","Good","We hired Charm City Eats team outing and what an incredible experience  Amy delight work  Everyone our office LOVED food. Everything made order, fresh, and customizable. Our staff keeps asking when we hire them back out. you're looking food truck corporate outing lunch, look further. We certainly back!"
"1.0","Bad","Whoever owns, manages franchise has business doing either. EVERY SINGLE TIME I go here problem. Everything point sale/internet working, lack utensils, running out chicken and steak, taking online orders because lack staff, and just overall giving fuck staff. Nothing going change until ownership/management change."
"5.0","Good","So glad have Nothing Bundt Cakes town!  Just had my first and delicious!  What TREAT!"
"5.0","Good","We came know about 1 through Postmates messing up our order (per usual lol). our first time trying 1 and when I called them let them know we had big bag someone else's food, were so gracious and kind phone (course we both knew Postmate had picked up wrong bag line). 

When my husband went pick up our correct order, insisted cooking our meals again freshness. And WOW!!! Chinese restaurant now our go- Delicious food, kind people, what more can you ask "
"5.0","Good","greek who tries always support greek, I can honestly say I've never had bad meal any Louis Pappas.  people work franchise great people and very accommodating.  food good, consistent and fair priced.  Definitely would recommend place lunch take out dinner!!!!"
"3.0","Average","Okay, so I found place ~TikTok~ and poster talking about ""vibes great, vegan charcuterie board"" etc etc. I would agree, s nice vibe. Lots seating, very open. Inside and outside options. great place congregate group! Here my critiques: 
- Service: I walk  literally one greet me. I have look around find someone who works here. After about minute I do, and I am asking I order bar table. response: ""yeah""... Yeah what? Which one do I do? staff very direct, which I didn't really like. Like, just tell me what do. I manage sit down and when I am seated, again, staff just... kind awkward, which made me feel awkward. sure fair thing review, since staff interchangeable, just my experience.
- Prices: I get having alcohol out always expensive, pour size... yeah,  giving.
- Food: Now, TikTok I saw made food look so good! plate I brought out... giving Kroger veggie and fruit tray. I got vegan charcuterie board and really tasted store bought. Didn't look fresh. carrots looked old and tired. supremely underwhelming. Also, menus were drawn up Microsoft word 30 minutes and printed off errors. just did look like professional business' menu should. 

So, I would probably come back big group and only get drinks!"
"1.0","Bad","Visited my birthday some friends, 5 total. Asked calamari an appetizer and had taste, seasoning, tasted like tin can. Asked fish, did have any, asked octopus and did have any. Basically we had ask first what had order decide. None 5 dishes were satisfactory. Two were overcooked, other ones were dry and tasteless... $179.00 wasted..."
"5.0","Good","First time here and first review now I'm Greater Tampa Bay Area. We got all-you-can-eat dinner, and absolutely one thing wasn't phenomenal! service really great too. Very much recommended. We'll back!"
"5.0","Good","Gary and Norma Mann fabulous!  Gary an extremely talented jeweler who designs original, beautifully crafted pieces and reworks heirloom jewelry customized, stunning new versions whatever treasured object were before.  Norma co-designs many transformations an exquisite eye and excellent taste.  nicest, most helpful people.  I have had several pieces my grandmother's jewelry customized and have even treated myself occasional original necklace pair earrings. Its hard tempted all beautiful things store.  one-kind business personal attention, excellent craftsmanship and genuine care so rare today!  Thank you, Gary and Norma!"
"4.0","Good","Global Village Welcome Center worth visit you westside grabbing ethnic foods and  Just walking you greeted line flags all over world, which begs question you can name countries flags represent. you continue make your way around, exhibits grouped continents. You can easily immersed yourself different cultures checking out all artifacts.

Going forward, plans host various cultural events center. include live performances and food festivals. Asian and Latino themed events have already taken place. also large space toward back special events.

One additional tidbit: Global Gifts has outpost center. has smaller footprint than other locations features same fair trade goods. store normally open during same business hours."
"2.0","Bad","definitely type pf massage you used relaxation.  pressure heavy and even though lady asked me several times too much she pretty much had just one level.  I felt like piece bread dough.  I can actually live (I should have been more direct when I asked her ease up I guess), what bothered me several times during session she talking her coworker out door and actually left room few times I guess deal something out front. Kind made me feel like an afterthought.  I went here because my monthly appointment another place town few weeks out and generally don't have availability walk-ins last minute, maybe next time I need last minute session I try somewhere else."
"5.0","Good","my first visit new location Phoenix Theater and I truly impressed!   I little worried would lose some charm old place,  while new and shiny, kept small so intimate feeling definitely still    We just saw Apples Winter today, and show amazing!  smaller two theaters which perfect performance.   And...,an actress pull off one woman show, very challenging topic....while baking an apple pie scratch (kidding- actually part show)...well...just takes huge amount talent.  

seating much better new theater. chairs still plastic, seating now tiered rather than old cabaret style so s easier us short folks see.    I haven't been larger theater yet, hope return soon see another performance.  

restroom facilities also MUCH improved.   Remember old, very small ones, next call desk kind leaky toilets?  Now have huge, all-gender facility private stalls all and modern sink area.    

also have parking lot now right across theater other side Illinois.  Yay!   more hunting street spot busy nights!"
"1.0","Bad","Really horrible service manager and event coordinator (Elizabeth and Rachel). have regard customers, take weeks respond questions, don't hold reservations, forget what you tell them, and make mistakes bill, refuse answer those questions and instead trying make things right... have audacity threaten send you collections you don't pay them immediately. 

worst people I've ever had misfortune come across all my hotel stays."
"4.0","Good","great location between other branches noisier (could exceptionally well friendly environment) than other branches definitely nicer aesthetics. library needs two stories an expansion popular location dense high traffic family booming area. Love how keep up cleanliness areas. Suggestion bring headphones. enough space and seating available outside rooms."
"2.0","Bad","Great car when signing papers nobody made aware title and registration had paid yourself made feel like included cost already paid and top charged late fee who knows what. Save your time and energy and go regular dealership. Adding note said contacted me let me know my title ready did get any sort email phone call them. Late fee should have been them my fault."
"4.0","Good","Parking back and very big mostly now since had remove half tables do have small patio. menus you use your phone bring up menu I had Everything Pho nice portion best part broth really good. I'll back"
